id_meurtre,Victime,Maison,Quand1,Quand2,Quand,Lieu,Tueur,Comment,Technique,Raison,Hauteur,Size
  Death #678,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #679,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #680,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #681,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #682,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #683,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #684,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #685,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #686,Meereen citizen, None, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #687,Meereen citizen, None, Season 5, Episode 9,48, Meereen, Drogon, Dragonfire, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #688,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Drogon, Dragon teeth, Animal, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #689,Unsullied, House Targaryen, Season 5, Episode 9,48, Meereen, Son of the Harpy, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #690,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Arakh, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #691,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Jorah Mormont, Sword, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
  Death #692,Son of the Harpy, Sons of the Harpy  Great Masters, Season 5, Episode 9,48, Meereen, Daario Naharis, Knife, Blade, Killed during the attack on Daenerys during Meereen's Great Games,,
